Age,Gender,Country,AppliedAmount,Amount,Interest,LoanDuration,MonthlyPayment,UseOfLoan,Education,MaritalStatus,NrOfDependants,EmploymentStatus,EmploymentDurationCurrentEmployer,OccupationArea,HomeOwnershipType,IncomeFromPrincipalEmployer,IncomeFromPension,IncomeFromFamilyAllowance,IncomeFromSocialWelfare,IncomeFromLeavePay,IncomeFromChildSupport,IncomeOther,IncomeTotal,ExistingLiabilities,LiabilitiesTotal,DebtToIncome,FreeCash,PlannedInterestTillDate,Status,NoOfPreviousLoansBeforeLoan,AmountOfPreviousLoansBeforeLoan,PreviousRepaymentsBeforeLoan,PreviousEarlyRepaymentsBefoleLoan,PreviousEarlyRepaymentsCountBeforeLoan
32,0,0,1300,1300,25,36,0,6,4,1,2,3,4,1,1,0,0,0,0,723,0,0,723,6,419,13,478,583,0,0,0,0,0,0
60,0,0,700,700,28,24,0,2,4,1,0,3,6,3,1,365,0,0,0,0,0,64,429,6,110,19,281,235,0,0,0,0,0,0
21,1,0,800,800,33,24,0,2,3,2,0,3,2,11,6,548,0,0,0,0,0,0,548,4,219,29,283,315,0,1,1700,308,0,0
24,0,0,3000,3000,33,18,0,2,4,3,0,3,1,10,2,1080,0,0,0,0,0,0,1080,4,235,41,631,912,0,0,0,0,0,0
50,1,2,3000,3000,20,60,0,6,3,3,0,3,6,17,3,1863,0,0,0,0,0,0,1863,7,993,16,791,3000,1,0,0,0,0,0
38,1,2,4500,4500,20,60,0,0,3,4,2,3,4,1,4,1976,0,152,92,0,303,0,2523,13,2227,20,849,4500,0,0,0,0,0,0
31,0,0,3500,3500,30,60,0,0,4,1,0,3,5,1,8,863,140,0,23,0,0,0,1026,10,596,48,456,3205,0,2,2500,135,0,0
50,1,0,500,500,28,18,0,8,5,4,0,3,3,12,2,735,0,0,0,0,0,0,735,5,144,23,557,128,0,1,1000,127,0,0
28,0,0,3500,3500,20,60,0,0,5,3,0,3,6,8,1,1397,0,0,0,0,0,0,1397,7,597,21,811,2907,0,1,2500,1258,0,0
37,1,0,1350,1350,25,60,0,0,2,2,3,3,6,1,7,0,0,115,0,383,0,0,498,9,452,44,259,1350,1,0,0,0,0,0
45,1,0,3000,3000,33,48,0,2,1,2,0,3,6,19,3,846,0,0,0,0,0,0,846,8,320,46,413,2871,0,2,2095,244,0,0
41,0,2,2000,2000,20,24,0,7,5,1,0,3,4,18,6,1660,0,0,0,0,0,0,1660,10,822,52,736,445,0,0,0,0,0,0
51,1,2,3500,3500,20,60,0,0,2,3,0,3,6,3,8,1876,0,0,0,0,0,0,1876,11,1400,23,788,915,0,0,0,0,0,0
56,1,0,4600,4600,26,60,0,0,4,4,0,3,6,16,2,462,0,0,0,0,0,0,462,7,275,29,273,940,0,0,0,0,0,0
39,1,0,2500,2500,15,24,0,8,5,1,1,3,1,16,7,792,0,19,0,0,0,0,811,7,333,19,357,434,0,0,0,0,0,0
26,1,2,1000,1000,28,6,0,0,4,3,0,3,2,9,3,1300,0,0,0,0,0,0,1300,7,749,25,613,48,0,0,0,0,0,0
37,1,0,3000,3000,18,36,0,2,4,1,3,3,2,4,9,0,0,191,0,730,0,0,921,3,113,11,700,908,0,0,0,0,0,0
24,0,0,2500,2500,21,60,0,7,4,3,0,3,2,1,2,462,0,0,0,0,0,0,462,6,177,29,268,887,0,0,0,0,0,0
46,1,0,500,500,33,12,0,2,4,1,1,3,6,17,1,400,0,19,0,0,0,0,419,10,274,49,96,107,0,0,0,0,0,0
25,0,0,10000,10000,28,60,0,0,4,1,1,3,1,6,8,1200,0,0,0,0,0,800,2000,8,1093,17,1161,10000,0,0,0,0,0,0
24,0,0,1500,1500,30,24,0,2,4,3,0,3,2,9,2,520,0,0,0,0,0,160,680,5,399,57,197,546,0,0,0,0,0,0
32,0,0,1000,1000,28,48,0,2,5,2,1,3,6,1,8,1178,0,0,0,0,0,0,1178,9,767,44,406,804,0,0,0,0,0,0
48,1,0,1500,1500,28,24,0,0,4,1,1,3,1,17,1,317,0,19,0,0,0,160,496,4,73,16,386,1182,0,0,0,0,0,0
61,0,0,1200,1200,20,24,0,2,4,1,0,3,1,8,7,850,0,0,0,0,0,0,850,7,422,28,367,281,0,0,0,0,0,0
56,0,2,3000,3000,20,36,0,0,3,1,0,3,1,17,8,2114,0,0,0,0,0,0,2114,11,1394,31,837,1018,0,0,0,0,0,0
35,1,0,1000,1000,33,36,0,0,2,1,3,3,2,3,9,597,0,115,0,0,0,0,712,10,372,26,398,589,0,0,0,0,0,0
56,0,0,5000,5000,28,60,0,0,4,1,0,3,6,3,1,851,0,0,0,0,0,0,851,13,590,52,315,4440,0,0,0,0,0,0
45,1,0,1000,1000,33,18,0,7,2,2,1,3,2,3,1,621,0,0,0,0,0,0,621,4,234,36,316,537,0,1,1500,638,0,0
34,1,0,2100,2100,28,24,0,2,4,1,2,3,1,10,2,1274,0,38,0,0,0,0,1312,6,437,27,760,561,0,0,0,0,0,0
33,1,0,5100,5100,28,24,0,5,3,2,3,3,3,19,2,686,0,172,0,0,0,0,858,6,296,32,436,1731,0,0,0,0,0,0
24,1,0,3000,3000,28,60,0,6,2,2,1,3,6,3,3,0,0,19,0,646,0,0,665,8,375,30,385,2710,0,0,0,0,0,0
29,1,0,2000,2000,20,48,0,2,5,2,1,3,5,7,7,440,0,19,19,0,0,0,478,2,156,39,261,1463,0,0,0,0,0,0
64,0,2,4500,4500,20,48,0,0,3,1,0,6,6,1,7,0,1409,0,0,0,0,0,1409,14,852,45,627,2090,1,0,0,0,0,0
32,0,2,10000,10000,30,24,0,3,4,1,2,4,3,1,3,2478,0,219,0,0,0,0,2697,9,1172,25,966,7669,1,0,0,0,0,0
66,1,0,2500,2500,28,24,0,0,5,4,0,3,6,1,3,1523,574,0,0,0,0,0,2097,12,723,32,1237,831,0,0,0,0,0,0
38,0,1,4000,4000,22,48,0,3,5,3,0,2,1,13,2,899,0,0,0,0,0,500,1399,5,765,28,508,1020,0,0,0,0,0,0
28,0,0,1000,1000,12,36,0,3,5,3,0,3,6,8,1,1397,0,0,0,0,0,0,1397,7,642,28,722,713,0,2,6000,3155,0,0
37,0,0,500,500,28,9,0,6,4,3,1,3,5,15,8,1390,0,0,0,0,0,0,1390,9,647,12,681,68,0,0,0,0,0,0
23,0,2,3000,3000,33,48,0,7,1,3,0,2,1,15,4,1144,0,0,260,0,0,0,1404,11,1098,50,193,2801,1,0,0,0,0,0
30,1,0,1000,1000,30,24,0,8,3,2,1,3,6,3,3,282,0,38,0,0,0,0,320,3,122,46,142,98,0,0,0,0,0,0
59,0,0,6800,6800,28,36,0,0,2,1,1,3,3,3,3,703,315,0,0,0,0,0,1018,6,674,45,481,1044,1,1,3200,0,0,0
49,0,2,10000,7865,26,60,0,0,3,1,2,3,6,19,3,1306,0,0,0,0,0,0,1306,12,703,22,753,3477,0,0,0,0,0,0
34,1,0,2400,2400,28,48,0,0,2,4,1,3,6,1,2,900,0,0,38,0,0,0,938,10,463,27,556,1655,0,1,2400,0,0,0
51,1,0,5000,5000,28,60,0,0,4,4,0,3,2,10,2,514,0,0,0,0,0,0,514,9,365,35,307,4347,0,0,0,0,0,0
57,1,1,4000,4000,25,48,0,4,5,4,1,6,6,1,2,1175,0,0,0,0,0,0,1175,5,55,11,987,1047,0,0,0,0,0,0
25,0,0,800,800,28,24,0,7,4,3,0,3,3,6,2,700,0,0,0,0,0,0,700,4,484,6,332,255,0,0,0,0,0,0
51,1,0,2000,2000,28,18,0,2,4,1,0,3,6,4,8,760,0,0,0,0,0,0,760,5,332,18,291,505,0,0,0,0,0,0
38,1,0,7300,7300,28,36,0,0,4,3,1,3,6,1,1,814,0,38,0,0,0,0,852,7,625,36,461,2926,1,0,0,0,0,0
58,0,0,8000,6795,35,60,0,0,3,1,0,3,3,8,1,920,0,0,0,0,0,0,920,11,1458,30,625,6795,0,0,0,0,0,0
53,1,1,6000,6000,25,24,0,7,5,1,0,4,2,16,3,3500,0,0,0,0,0,0,3500,10,1503,19,1677,1792,1,0,0,0,0,0
35,1,0,4000,4000,20,24,0,0,5,3,0,3,6,10,1,1125,0,0,0,0,0,0,1125,10,465,19,456,692,0,0,0,0,0,0
24,0,1,6000,6000,30,48,0,3,4,3,1,3,5,9,2,1230,0,0,0,0,0,0,1230,4,531,36,483,5673,1,0,0,0,0,0
57,0,0,1300,1300,28,60,0,0,4,3,0,3,6,3,2,826,0,0,0,0,0,0,826,7,509,58,277,908,0,1,3000,1301,0,0
39,1,0,500,500,24,60,16,7,2,1,0,3,3,1,1,600,0,0,0,0,0,0,600,5,558,54,25,99,0,0,0,0,1000,1
56,1,0,2500,2500,30,60,0,7,4,3,0,3,6,7,1,372,0,0,0,0,0,0,372,5,143,51,148,2500,0,0,0,0,0,0
46,0,0,8000,8000,28,60,0,0,3,1,3,3,6,1,8,1465,0,153,0,0,0,0,1618,19,1306,22,718,6128,0,0,0,0,0,0
38,1,0,500,500,28,60,0,2,4,2,2,3,4,15,8,650,140,38,0,0,0,0,828,8,466,36,346,0,0,1,3500,387,0,0
28,1,0,2000,2000,28,36,0,0,5,3,0,3,6,1,2,906,0,0,0,0,0,0,906,12,574,58,369,1213,0,0,0,0,0,0
29,0,0,5000,5000,28,48,0,0,4,2,2,3,5,4,3,1188,0,0,0,0,0,0,1188,13,520,18,494,2460,0,0,0,0,0,0
25,0,0,5000,5000,28,60,0,0,2,3,0,3,1,3,2,396,215,0,38,0,0,0,649,8,608,24,320,481,0,0,0,0,0,0
43,0,0,2000,2000,28,24,0,7,4,1,0,3,6,10,8,1700,0,0,0,0,0,0,1700,11,1247,27,343,665,0,0,0,0,0,0
47,0,0,2500,2500,28,6,0,0,4,4,0,4,6,8,1,4000,0,0,0,0,0,0,4000,7,1662,21,2718,135,0,0,0,0,0,0
37,0,0,6200,6200,33,36,0,6,4,1,2,3,2,3,3,2635,0,0,0,0,0,0,2635,7,710,16,1652,1994,0,0,0,0,0,0
30,0,0,3500,3500,28,48,0,2,4,2,0,3,1,1,1,625,0,0,0,0,0,0,625,3,179,19,324,2419,0,0,0,0,0,0
39,0,2,5000,4620,33,60,0,0,3,1,0,2,3,1,4,960,0,0,69,0,0,0,1029,13,1904,30,137,4620,0,0,0,0,0,0
43,0,0,3000,3000,28,24,0,0,2,3,0,3,5,6,6,1700,0,0,0,0,0,0,1700,4,304,9,1314,963,0,0,0,0,0,0
51,1,0,1500,1500,28,24,0,0,5,3,1,3,6,16,1,523,0,38,0,0,0,150,711,7,349,30,368,502,0,0,0,0,0,0
54,0,0,800,800,15,9,0,0,4,1,0,3,3,6,3,716,0,0,0,0,0,81,797,8,383,37,417,37,0,0,0,0,0,0
28,1,2,6500,6500,22,60,0,0,4,2,2,3,2,17,9,2019,0,219,0,0,0,0,2238,14,1667,24,646,6188,1,0,0,0,0,0
27,0,2,6700,5560,21,60,0,0,4,2,2,3,3,1,4,2085,0,0,0,0,0,430,2515,13,1676,23,972,2563,0,0,0,0,0,0
30,0,0,1500,1500,15,12,0,7,3,3,0,3,4,13,2,1400,0,0,0,0,0,0,1400,5,587,28,973,138,0,1,1500,1380,0,0
42,0,2,5000,5000,32,36,0,0,4,1,0,3,3,6,5,2200,0,0,0,0,0,0,2200,9,1687,25,482,963,0,0,0,0,0,0
34,0,0,1000,1000,28,36,0,5,4,3,1,3,1,6,4,1760,0,0,0,0,0,0,1760,9,585,7,1134,506,0,0,0,0,0,0
44,1,0,2000,2000,28,12,0,0,5,1,1,3,6,14,7,987,0,19,0,0,0,125,1131,7,487,56,451,351,0,0,0,0,0,0
25,0,0,3000,3000,30,60,0,2,4,2,0,3,6,15,2,674,0,0,0,0,0,0,674,2,170,38,407,2908,0,0,0,0,0,0
27,1,0,3000,3000,25,36,0,0,2,2,1,3,6,3,7,370,0,57,0,0,0,0,427,7,231,27,261,616,0,0,0,0,0,0
28,0,0,3600,3600,30,36,0,0,4,3,0,3,5,7,2,469,0,0,0,0,0,250,719,11,1317,29,501,1240,0,0,0,0,0,0
59,1,0,500,500,28,9,0,0,4,5,0,3,6,1,3,564,0,0,0,0,0,0,564,4,228,12,274,68,0,0,0,0,0,0
44,1,2,10000,7530,26,60,0,0,5,1,1,3,6,16,8,2807,0,104,0,0,0,0,2911,17,3354,49,624,4572,0,0,0,0,0,0
39,1,0,6100,6100,28,60,0,0,2,4,1,2,1,14,2,220,215,19,65,0,14,0,533,11,438,35,271,5327,0,0,0,0,0,0
44,1,0,3000,3000,28,24,0,2,4,2,1,3,6,7,2,603,0,0,0,0,0,0,603,3,145,34,293,329,0,0,0,0,0,0
25,1,0,500,500,30,18,0,1,2,2,1,0,0,1,4,0,0,19,230,0,120,0,369,2,166,9,169,357,0,0,0,0,0,0
43,1,2,500,500,28,24,0,7,4,4,0,3,1,1,3,1547,0,0,0,0,0,0,1547,9,509,4,1011,168,0,0,0,0,0,0
42,1,0,1200,1200,33,18,0,0,4,3,2,3,6,3,1,719,0,0,0,0,0,0,719,10,398,17,546,202,0,0,0,0,0,0
25,1,0,1000,1000,28,12,0,0,4,2,1,3,3,7,3,0,0,19,0,1021,0,0,1040,5,198,9,831,174,0,0,0,0,0,0
47,0,0,1000,1000,20,36,0,0,4,1,0,3,6,15,6,826,0,0,0,0,0,0,826,14,552,38,313,401,0,0,0,0,0,0
39,0,0,9000,9000,20,48,0,2,4,3,1,3,6,6,1,1569,0,0,0,0,0,0,1569,12,1176,27,530,4229,0,0,0,0,0,0
46,0,0,3000,3000,28,48,0,6,4,1,0,3,1,8,1,843,0,0,0,0,0,0,843,4,236,30,502,2060,0,1,5000,1404,0,0
29,1,0,3000,3000,30,48,0,2,4,3,0,3,2,3,8,520,0,0,0,0,0,0,520,3,200,20,212,302,0,0,0,0,0,0
25,0,0,600,600,20,6,0,7,4,2,1,3,2,10,2,1250,0,0,0,0,0,0,1250,4,317,20,827,35,0,0,0,0,0,0
25,0,0,2500,2500,30,24,0,0,3,3,0,3,5,1,3,744,0,0,0,0,0,0,744,9,509,31,299,1482,0,0,0,0,0,0
34,0,0,500,500,28,48,0,0,2,2,1,3,6,6,3,819,0,0,0,0,0,0,819,6,425,10,377,17,0,0,0,0,0,0
24,0,0,600,600,28,24,0,7,4,2,1,3,4,1,2,465,0,0,0,0,0,0,465,4,153,7,279,553,0,0,0,0,0,0
52,1,2,9190,9190,30,60,0,0,4,4,0,3,6,14,4,1745,0,0,0,0,0,30,1775,12,1892,16,530,8868,0,0,0,0,0,0
30,0,0,3000,3000,28,60,0,0,4,3,0,3,6,15,2,940,0,0,0,0,0,0,940,9,561,57,286,3000,0,0,0,0,0,0
46,1,0,10000,10000,25,48,0,0,5,5,1,3,6,15,1,1113,0,19,0,0,0,0,1132,15,971,58,322,4505,0,0,0,0,0,0
33,1,0,1500,1500,30,12,0,0,2,2,2,3,1,1,8,682,0,57,0,0,0,0,739,5,333,19,260,281,0,0,0,0,0,0
33,1,0,3000,3000,28,36,0,0,4,4,2,3,4,7,3,1259,0,38,0,0,0,0,1297,14,851,16,515,1272,0,0,0,0,0,0
27,0,0,500,500,30,12,0,7,4,2,0,3,2,1,2,716,0,0,0,0,0,0,716,8,343,30,324,93,0,3,1700,1211,0,0
32,0,0,6500,6500,26,48,0,0,2,3,0,3,5,1,1,950,140,0,0,0,0,0,1090,10,510,20,751,2664,1,0,0,0,0,0
39,1,0,9500,9500,28,60,0,0,4,2,2,3,6,11,8,950,0,38,0,0,0,0,988,14,2577,53,290,9113,0,0,0,0,0,0
25,0,0,4800,4800,28,60,0,0,3,2,1,3,1,1,2,555,0,0,0,0,0,0,555,6,285,26,262,4800,0,0,0,0,0,0
52,1,0,500,500,28,24,0,7,4,2,1,3,6,15,7,360,140,38,0,0,0,0,538,3,78,14,433,169,0,0,0,0,0,0
45,1,1,1300,1300,28,24,0,0,5,1,0,3,6,10,1,1034,0,0,0,0,0,0,1034,7,372,6,591,210,1,0,0,0,0,0
42,0,0,1000,1000,20,60,0,2,4,2,1,3,6,15,7,748,0,0,0,0,0,0,748,8,363,10,359,601,0,1,700,339,0,0
50,1,2,10000,10000,26,60,0,2,5,1,0,3,6,15,1,1690,0,0,0,0,0,650,2340,9,1286,22,755,55,0,0,0,0,0,0
50,1,2,2500,2500,20,60,0,6,3,3,0,3,6,17,3,1863,0,0,0,0,0,0,1863,8,1087,20,710,2500,1,1,3000,0,0,0
21,0,0,500,500,28,18,0,7,3,2,1,3,1,1,3,585,0,0,0,0,0,0,585,3,205,5,346,126,0,0,0,0,0,0
48,1,0,2500,2500,28,24,0,0,2,4,0,3,3,3,1,370,0,0,0,0,0,200,570,6,269,29,334,1597,0,0,0,0,0,0
22,1,0,500,500,33,6,0,1,4,2,0,3,1,7,3,749,0,0,0,0,0,0,749,4,614,26,43,49,0,0,0,0,0,0
54,0,2,1500,1500,30,24,0,7,3,2,0,6,3,1,3,960,0,0,153,0,0,0,1113,8,763,17,274,522,0,0,0,0,0,0
28,1,0,500,500,28,3,0,2,5,1,1,3,4,10,1,0,0,19,0,1181,0,0,1200,5,629,50,396,32,0,2,1200,428,0,0
24,1,0,3000,3000,28,48,0,4,5,3,0,3,1,16,2,570,0,0,0,0,0,0,570,2,154,41,311,2064,0,0,0,0,0,0
47,0,1,7000,7000,24,48,0,0,5,3,0,3,2,3,7,1190,0,0,0,0,0,0,1190,9,935,17,397,0,0,0,0,0,0,0
39,1,0,500,500,28,60,0,0,5,4,1,3,6,15,8,693,0,19,0,0,0,160,872,12,582,15,274,191,0,0,0,0,0,0
31,0,0,10000,10000,26,48,0,2,4,2,1,3,1,6,7,2050,0,0,0,0,0,0,2050,10,1193,45,599,6354,0,0,0,0,0,0
47,0,0,3200,3200,20,48,0,2,4,1,1,3,1,8,2,2550,140,0,0,0,0,0,2690,9,1091,16,1502,1505,0,1,4500,793,0,0
47,0,0,3900,3900,28,18,0,0,4,1,2,3,6,8,8,2925,0,0,0,0,0,0,2925,14,2134,20,1209,382,0,0,0,0,0,0
41,0,0,6000,6000,18,60,0,0,4,3,1,3,6,3,8,1333,0,0,0,0,0,0,1333,6,952,11,375,5332,0,0,0,0,0,0
43,0,2,8000,8000,25,60,0,7,4,4,0,4,4,1,4,2323,0,0,0,0,0,0,2323,7,1018,16,1070,8000,1,0,0,0,0,0
24,1,0,500,500,33,12,0,0,4,2,2,0,1,1,2,0,0,38,0,320,0,0,358,7,249,25,60,103,0,0,0,0,0,0
25,0,2,4500,4500,28,36,0,6,4,3,0,3,1,6,1,2200,0,0,0,0,0,0,2200,3,377,17,1637,2273,0,0,0,0,0,0
64,0,0,1000,1000,28,36,0,8,5,4,0,3,6,13,7,700,238,0,0,0,0,0,938,7,466,38,431,506,0,1,3000,145,0,0
30,0,0,500,500,30,18,0,6,4,2,0,3,4,6,7,500,0,0,0,0,0,0,500,6,313,30,152,135,0,0,0,0,0,0
32,0,0,9000,9000,28,12,0,2,5,1,0,5,6,1,8,6300,0,0,0,0,0,0,6300,12,2361,16,3070,1567,0,0,0,0,0,0
23,0,0,1500,1500,30,36,0,0,2,2,2,3,2,1,3,400,0,0,0,0,0,0,400,6,348,16,201,815,0,0,0,0,0,0
41,0,1,3000,3000,22,36,0,7,4,3,0,3,2,7,2,1200,0,0,0,0,0,0,1200,6,363,26,722,1164,1,0,0,0,0,0
22,0,0,3500,3325,18,60,0,6,4,1,1,3,1,1,8,815,0,0,0,0,0,0,815,7,463,39,263,1764,0,0,0,0,0,0
62,1,2,5000,5000,20,48,0,7,5,3,0,6,1,1,8,0,2152,0,0,0,0,0,2152,4,1153,26,847,4084,0,0,0,0,0,0
26,0,1,2000,2000,20,24,0,6,5,1,0,3,1,11,2,824,0,0,0,0,0,0,824,6,272,12,450,459,0,0,0,0,0,0
30,1,0,2000,2000,33,36,0,2,4,1,2,3,2,3,3,413,0,38,0,0,0,0,451,2,25,19,338,1221,0,0,0,0,0,0
35,0,0,2000,2000,28,36,0,7,4,2,2,3,0,15,8,850,0,0,0,0,0,0,850,5,484,20,283,1008,0,0,0,0,0,0
29,1,0,800,800,30,18,0,7,2,1,1,3,2,1,2,500,0,19,0,0,0,0,519,6,213,21,250,218,0,0,0,0,0,0
46,1,0,700,700,18,24,0,7,4,1,1,3,6,19,1,420,0,19,0,0,0,0,439,3,94,29,310,146,0,0,0,0,0,0
21,0,0,1000,1000,28,12,0,0,2,3,0,3,1,6,2,1531,0,0,0,0,0,0,1531,3,198,12,1236,536,0,2,1100,607,0,0
21,0,1,4000,4000,24,48,0,0,5,2,2,3,2,10,3,1116,0,0,0,0,0,0,1116,8,561,11,425,3104,1,0,0,0,0,0
27,1,0,500,500,28,18,0,8,4,2,1,3,2,10,2,684,0,38,0,0,0,0,722,6,228,28,460,145,0,1,800,401,0,0
31,0,1,5000,5000,24,48,0,7,5,3,1,2,6,11,9,1955,0,0,0,0,0,0,1955,10,1005,14,787,2409,0,0,0,0,0,0
29,1,0,1000,1000,30,12,0,7,4,2,1,3,2,10,8,1045,0,0,0,0,0,0,1045,5,336,16,612,186,0,0,0,0,0,0
34,1,0,5000,5000,28,36,0,0,2,2,4,3,1,7,2,515,0,306,0,0,0,0,821,8,336,27,499,2518,0,0,0,0,0,0
61,1,0,500,500,23,12,0,2,5,5,0,3,6,1,1,1130,0,0,0,0,0,0,1130,10,712,22,371,71,0,3,2600,2646,0,0
51,0,2,2000,2000,20,24,0,2,5,1,1,3,3,10,1,3558,0,104,0,0,0,0,3662,11,1879,50,1681,451,0,0,0,0,0,0
23,0,0,3000,3000,18,36,0,0,2,3,0,3,2,9,1,400,0,0,0,0,0,0,400,2,129,27,280,935,0,1,2800,660,0,0
27,1,2,7400,7400,24,18,0,1,5,3,0,3,3,17,3,2400,0,0,0,0,0,0,2400,5,544,24,1362,1461,0,0,0,0,0,0
56,1,0,500,500,30,12,0,0,4,2,0,6,0,1,7,0,234,0,66,0,0,0,300,6,110,48,141,92,0,0,0,0,0,0
39,0,0,1400,1400,28,24,0,2,4,3,1,3,6,18,2,939,0,0,0,0,0,0,939,11,563,35,299,465,0,0,0,0,0,0
26,0,0,700,700,28,18,0,0,3,3,0,3,6,13,3,879,0,0,0,0,0,0,879,7,680,22,456,58,0,0,0,0,0,0
29,0,1,6000,6000,24,24,0,0,5,3,0,3,5,10,3,1548,0,0,0,0,0,0,1548,7,826,20,705,2939,0,0,0,0,0,0
37,1,0,500,500,15,6,0,7,5,1,2,3,3,11,8,1319,0,38,0,0,0,0,1357,6,963,23,307,26,0,1,1500,279,0,0
40,1,0,700,700,18,24,0,6,5,2,2,3,6,16,3,0,0,38,0,765,0,0,803,8,427,45,341,146,0,1,1800,902,0,0
60,0,0,2000,2000,33,36,0,2,4,2,0,3,3,1,7,341,0,0,0,0,0,0,341,2,131,25,122,1212,0,0,0,0,0,0
32,1,0,2000,2000,30,24,0,6,4,2,2,3,3,7,1,0,0,115,0,496,0,200,811,4,149,13,550,715,0,0,0,0,0,0
36,1,0,500,500,30,36,0,1,4,2,2,3,6,14,7,293,0,38,0,0,0,0,331,4,132,24,178,232,0,0,0,0,0,0
35,1,0,2800,2800,25,36,0,0,2,1,2,3,1,3,1,447,0,38,0,0,0,0,485,4,322,22,364,1257,0,0,0,0,0,0
57,0,1,3000,3000,20,36,0,7,5,1,0,3,6,15,3,1210,0,0,0,0,0,0,1210,6,690,9,409,1036,1,0,0,0,0,0
50,0,0,8400,8085,20,60,0,6,4,2,0,3,6,3,8,908,407,0,0,0,0,0,1315,11,652,38,440,8085,0,0,0,0,0,0
30,1,0,500,500,20,12,0,0,4,3,1,3,3,7,8,618,0,19,0,0,160,100,897,13,675,14,270,61,0,0,0,0,0,0
38,0,0,500,500,28,6,0,7,4,2,3,3,1,5,8,1423,0,0,0,0,0,0,1423,14,875,39,458,48,0,0,0,0,0,0
50,1,0,500,500,28,12,0,7,5,4,0,3,1,1,3,1021,0,0,0,0,0,0,1021,1,200,4,773,84,0,0,0,0,0,0
27,0,0,3000,3000,28,18,0,6,2,3,0,3,6,1,3,1486,0,0,0,0,0,0,1486,5,501,33,779,377,0,1,2800,1554,0,0
23,1,0,3000,3000,28,48,0,0,4,3,0,3,2,14,2,658,0,0,0,0,0,0,658,5,69,18,484,1611,0,0,0,0,0,0
62,1,2,4000,4000,20,60,0,0,3,4,0,6,1,1,3,0,1123,0,175,0,0,550,1848,12,1552,14,707,2387,0,0,0,0,0,0
23,0,0,500,500,28,12,0,7,4,2,0,3,2,19,3,925,0,0,0,0,0,0,925,10,504,49,373,85,0,1,1500,105,0,0
31,0,0,2800,2800,28,18,0,3,4,3,0,5,2,3,3,800,0,0,0,0,0,0,800,2,240,24,368,699,0,0,0,0,0,0
51,0,1,10000,10000,25,60,0,0,4,3,0,3,6,15,2,1347,0,0,0,0,0,0,1347,10,1623,19,692,10000,1,0,0,0,0,0
45,0,0,3000,3000,30,24,0,0,3,1,0,3,2,4,3,570,140,0,0,0,0,0,710,8,548,25,354,1710,0,0,0,0,0,0
58,0,1,1200,1200,20,36,0,6,5,5,0,6,0,1,2,0,608,0,0,0,0,0,608,4,160,13,403,280,0,0,0,0,0,0
29,0,0,3000,3000,30,24,0,0,5,3,0,3,2,8,2,800,0,0,0,0,0,0,800,11,846,42,286,984,0,0,0,0,0,0
31,1,2,5000,5000,25,60,0,0,4,2,1,3,2,1,4,1609,0,154,0,0,0,276,2039,14,1547,14,898,4775,1,0,0,0,0,0
55,0,2,10000,10000,27,60,0,0,4,2,1,3,6,1,3,2570,0,0,0,0,0,0,2570,16,3088,36,664,6892,0,0,0,0,0,0
59,1,2,6200,6200,28,60,0,0,4,4,0,3,6,1,8,1521,0,0,0,0,0,0,1521,18,1622,45,524,6200,1,0,0,0,0,0
47,1,0,3000,3000,30,36,0,6,4,5,1,3,1,1,7,388,0,19,0,0,0,0,407,6,130,46,150,1611,0,0,0,0,0,0
36,0,0,1900,1900,28,60,0,3,4,3,1,3,4,10,7,786,0,0,0,0,0,0,786,8,472,53,255,631,0,4,3400,2145,0,0
26,0,0,500,500,28,12,0,7,5,3,0,3,3,1,3,734,0,0,0,0,0,0,734,4,505,6,332,86,0,0,0,0,0,0
25,0,0,3900,3900,30,60,0,0,2,3,0,3,2,7,3,420,140,0,0,0,0,0,560,12,637,38,265,1006,0,0,0,0,0,0
30,2,1,4500,4500,25,36,0,7,5,3,0,3,6,11,3,1400,0,0,0,0,0,350,1750,12,1021,39,562,1471,0,0,0,0,0,0
43,1,1,6000,5720,20,36,0,7,5,3,0,3,5,10,3,1100,0,0,0,0,0,0,1100,5,471,44,406,2026,1,0,0,0,0,0
35,2,1,1100,1100,28,24,0,7,4,1,2,6,0,1,3,0,850,0,0,0,0,0,850,5,430,7,360,362,1,0,0,0,0,0
28,0,0,2000,2000,28,24,0,7,4,1,1,3,3,14,1,1172,0,0,0,0,0,300,1472,10,676,29,686,643,0,0,0,0,0,0
33,0,0,5000,5000,28,36,0,0,4,1,0,3,6,3,8,785,0,0,0,0,0,0,785,10,560,26,318,3748,0,0,0,0,0,0
21,1,0,800,800,28,24,0,7,4,2,0,3,3,1,2,480,0,0,0,0,0,0,480,4,184,13,252,383,0,0,0,0,0,0
32,0,0,5000,5000,28,60,0,0,4,2,2,3,4,8,7,877,0,0,0,0,0,0,877,9,514,27,443,4796,0,0,0,0,0,0
28,0,0,500,500,12,6,0,7,4,3,1,3,3,15,1,700,0,19,0,0,0,70,789,5,207,23,496,12,0,0,0,0,0,0
22,1,0,3000,3000,18,60,0,7,2,3,1,3,3,9,4,556,0,38,0,0,0,0,594,9,481,12,260,3000,0,0,0,0,0,0
28,0,0,800,800,12,24,0,3,5,3,0,3,6,8,1,1397,0,0,0,0,0,0,1397,8,686,31,673,475,0,3,7000,3155,0,0
